gene,logFC,logCPM,F,PValue,FDR
CSPG4,1.07266683654569,5.46500223938316,5.35684398247753,0.0289463975253001,0.619671898536312
MYL4,1.30803077357491,-0.240417462843399,5.35530289399947,0.0289778032181883,0.619671898536312
LINC01497,1.23837105053433,-0.128800205543328,5.35362030000678,0.0289987592231891,0.619671898536312
CCN1,1.01130191373767,4.50661214365749,5.31200973355244,0.0295651702583911,0.619671898536312
CLEC18A,-0.905928199549011,-1.98849193018499,5.30397641231604,0.0298053678072344,0.619671898536312
C3orf52,1.92846430526171,-1.02309994157735,5.24205646942995,0.0306369855004827,0.619671898536312
FAM83G,1.30020054517577,1.27489214981124,5.2214036685669,0.030862538840811,0.619671898536312
CLEC18C,-1.00661732790534,-2.25307204258652,5.22491944152565,0.0309927306220771,0.619671898536312
MAP3K7CL,0.794188064042034,4.29854138412522,5.19307320769435,0.0312790041024288,0.619671898536312
PIK3AP1,-0.586815476014308,-0.296067857082876,5.18719493079341,0.0313739613149,0.619671898536312
ARID5A,0.692713449065781,4.23326477084486,5.17052462721142,0.031616212255934,0.619671898536312
CHD5,-0.920067242942526,-2.45871904457667,5.14535531815728,0.0322080309053295,0.619671898536312
C14orf132,1.02623451451691,2.64359906179131,5.12753972719666,0.0322705238037131,0.619671898536312
FLNC,0.859357993410114,12.5943728560514,5.11349768864046,0.0324872050605636,0.619671898536312
COL4A2,-0.612296702070776,6.58739618498243,5.10731937127534,0.0325831603630773,0.619671898536312
ESPL1,-1.07341630483342,-2.33542340917661,5.0760621951616,0.0332715105391512,0.621772901263929
IGFN1,-1.67103510657447,7.6442420871162,5.05713840930261,0.0333743001475372,0.621772901263929
ITIH3,1.342836430986,2.5606170841659,5.0390363965683,0.0336652434818392,0.621772901263929
CRABP2,1.24174336434377,0.948372108757631,5.01963950679534,0.0339818789075972,0.621772901263929
SERPINE2,-0.681899422898214,2.48480295989152,4.99982293274172,0.0343045321620715,0.621772901263929
